customer_tweet_id,customer_message,support_tweet_id,support_response,created_at,historical_intent
225978,"Gotta love leaving your car keys in an @115873 and not realizing till late at night....Also, 15 bucks for a lost fee???? https://t.co/qNAe9yD7l8",225977,"@169960 Hi, Mike. We're glad to assist. Please send us a DM with your account email address + details and we'll be in touch.",Thu Oct 05 02:02:37 +0000 2017,other_support_issue
1182542,@Uber_Support hey how can I get the ride pass for ride share?,1182544,"@398090 Check out https://t.co/vMKzBXlRcL for information on ride passes. If you have any questions, please let us know at https://t.co/zUe0dj6yoX.",Sun Oct 15 19:21:24 +0000 2017,trip_issue
573180,@115873 $47 to get here. $180 to go home. I️ understand revenue management but you can go fuck yourself on this one. Loyal customer now pissed... https://t.co/pNoFeombeX,573179,@254709 Here to help! Find out more info here; https://t.co/kkAwlbpH4B,Sun Dec 03 05:24:42 +0000 2017,other_support_issue
2402520,@Uber_Support I have parental controls on my son's phone and have whitelisted https://t.co/z5HvWWq7ek but every ride request fails after the card is charged.  Can you help?,2402519,@691192 Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/xMxswVLBKT so we can assist them further. Please let us know if you have any other questions.,Tue Nov 14 13:52:55 +0000 2017,fare_or_charge_issue
951041,Hey @Uber_Support why am I charged $5 if your driver cancels? Some drivers won't drive me from O'Hare.  Help please.,951039,@345595 Please visit https://t.co/e8HVorX5rh to report your issue. A member of our team will follow up.,Sat Oct 21 18:56:48 +0000 2017,fare_or_charge_issue
2570965,@115873 closers rides should be cost 1$ Not 2.20$ 😡 https://t.co/MnZ0SbMBAF,2570964,@729096 Hi there! Please send us a note at https://t.co/oEOANqFpjc and we'll be happy to look into this for you.,Mon Oct 30 16:53:47 +0000 2017,trip_issue
2652932,"Hey @115873 your driver couldn’t find me... at a popular pickup location... in Disneyland, and he canceled the ride And I got charged for this??! I don’t think that’s good customer service. I’ll be trying Lyft",2652931,"@748169 We can definitely take a closer look! Contact us here; https://t.co/593jusCquh , so we can help.",Sun Nov 19 06:17:27 +0000 2017,driver_issue
1111422,@115873 do you guys even fucken do background check on your drivers?! I just had the worst experience ever,1111421,@382324 We apologize for the trouble! Send us a note via https://t.co/K05RdmK3t4 so our team can get in touch.,Tue Oct 24 01:53:16 +0000 2017,driver_issue
1859530,i need the phone # to my account reset 😕😩 @115877,1859529,@555953 Oh no! Let us help. Can you please provide more details of whats going on? We will follow up. Thank you,Thu Oct 19 15:54:35 +0000 2017,account_access_issue
729583,"@Uber_Support i think i left my phone. please email, your website has been no help. __email__",729582,"@294742 Sorry to hear that an item was left behind, Segovia! Please DM us any trip details you may have so we can connect further.",Wed Oct 11 07:01:05 +0000 2017,app_or_technical_issue
934541,"Dear @115873 none of the drivers are willing to go. And now after cancellations, i cannot book a cab. Poor service this. Disappointing!",934540,@341689 We're sorry to hear this was your experience. Contact us via https://t.co/h840Iouehc and we'll be in touch.,Sat Oct 21 17:41:59 +0000 2017,cancellation_issue
387252,@115873 Hi! You sent me a promo email to activate in my app but it’s not there. Any tips! Thx!!,387251,@207672 Here to help. Send us a note at https://t.co/QDn91HzZV0 so our team can connect.,Mon Oct 09 13:22:42 +0000 2017,app_or_technical_issue
1162934,@Uber_Support hi i drive for you guys need to to change my last name there's a typo,1162932,@393574 Simply follow the steps here to update your info; https://t.co/PBdAigCaxt,Sat Oct 28 09:09:28 +0000 2017,other_support_issue
959377,So I am having uber drivers chain cancel my ride request and charging me $15 a head without any ride and no time trying to find me.,959375,@347618 We can definitely take a closer look! Please send us the email address connected to the account so we can further assist you.,Sun Oct 22 01:41:44 +0000 2017,driver_issue
572636,@Uber_Support I am unable to use my email address because it's linked to a phone number I no longer have access to. I try to link it to my current phone number and it won't let me because it's connected to my old phone number.,572638,@254554 Here to help! Send us a DM with your email address and we'll connect.,Sun Dec 03 07:05:37 +0000 2017,other_support_issue
2668846,@751721 @115873 Email them,2668844,@751720 Here to help! Send us a note via https://t.co/tgDW7w7MHb to assist you further.,Sun Nov 19 09:48:40 +0000 2017,other_support_issue
951940,"@115873 driver picked me up at the wrong location, took wrong turns, &amp; I still paid an adjusted fair. The entire trip needs to be reimbursed.",951939,@345831 Happy to help! Send us a DM with your email address and our team will follow up.,Sat Oct 21 20:17:39 +0000 2017,driver_issue
575067,@Uber_Support HELP lost phone in uber in Ottawa tonight and can't login to your system + you keep sending verifications to my phone (which i dont have) + you dont have any customer service # - can you pls msg how to rectify + retrieve,575066,@255299 We're here to help! Send us a DM with your email address so we can connect.,Sun Dec 03 07:45:46 +0000 2017,account_access_issue
38903,"@Uber_Support hi, I could use help with using these promotional Uber credits. They don't automatically apply to my subsequent rides. Tnx! https://t.co/AvZjt3bGkw",38902,@124490 Here to help! Please send us a note via https://t.co/lqVgKo4ZO3 so we can assist further.,Tue Oct 31 16:23:59 +0000 2017,app_or_technical_issue
1574483,"@115873 , @Uber_Support 
All my payment methods were blocked by your system generated decision, while I am using that properly. Pls look into",1574482,@485232 We can take a look on these. Kindly send a note here: https://t.co/OhfgxSAY58 so we can connect.,Sat Nov 04 14:32:26 +0000 2017,account_access_issue
19756,@Uber_Support  https://t.co/9MRfdqf5l4,2961899,@817355 We're so sorry for the trouble. Send us a note via https://t.co/iMxFJdr4fj so we can assist.,Wed Nov 29 21:16:13 +0000 2017,other_support_issue
613307,"I can tell it’s going 2b stellar day, working day b4 holiday, pouring rain, @115873 driver pulled over by NYPD. Oh, and slept like hell. 👍🏽",613305,@265844 We want to follow up ASAP. Can you please send us a DM with your email address and additional details so we can connect?,Wed Nov 22 13:29:59 +0000 2017,driver_issue
633941,"@Uber_Support I have sent two emails in reply to an email i received about erroneous deactivation/ waitlisting, but both replies were turned back as being sent to an address that no longer receives email. Also, the contact sup button in app is not working. Frustrated.",633940,@270276 We're here to help! Send us a DM with your email address and more details so we can follow up.,Wed Nov 22 16:35:30 +0000 2017,app_or_technical_issue
1393498,@115877 @McDonalds worst is they can’t even get Supervisor to phone to attempt to rectify the situation. Could not get past the clearly outsourced operator 7/7,1393496,@443997 We're here to help. Can you please send us a DM your email address associated with your Uber account so we can connect.,Sat Oct 28 13:26:43 +0000 2017,other_support_issue
889568,@Uber_Support Thanks I have sent you a DM.,889566,"@331194 Hello, Vishu! Thanks for your patience. Please check your DM for our reply.",Sat Nov 25 16:04:14 +0000 2017,other_support_issue
1551418,@Uber_Support ...I fucking hate you all.,1551420,@164622 We're sorry to hear this was your experience. Please send us a DM with your email address with details so we can follow up.,Sat Nov 04 03:40:59 +0000 2017,other_support_issue
1304739,Anyone know how to get beer odor out of the back seat of my car? One of my fares had an incident and the odor is killing my @115873 ratings,1304737,@424889 Here to help. Send us a note at https://t.co/6ncH9wzBkc so our team can connect.,Fri Oct 27 00:42:10 +0000 2017,fare_or_charge_issue
1301369,@Uber_Support i sent one already. about an hour or so ago. waiting to hear back.,1301367,@424142 Here to help! Please send us a DM of your email address and more info regarding your concern so we can assist.,Fri Oct 27 00:09:11 +0000 2017,other_support_issue
102125,@Uber_Support Do you have to have an account to ask questions?,102126,"@138388 Hey, there! You don't need an account to ask us questions, however, you either need to reach us through our in-app support portal or DM us so we can provide you the best answer's possible. Thank's for understanding.",Thu Nov 30 21:37:31 +0000 2017,account_access_issue
1732663,@Uber_Support Hey guys. Unfortunately I'm not getting anywhere with your bots in the app. They are copy/paste replies fro a different person each time.,1732662,"@350414 Here to help, Matthew. A member of our team has reached out via DM.",Tue Nov 07 12:35:57 +0000 2017,app_or_technical_issue
2920594,"Hey @116288 @115873 this issue is not cool. And your response is lame. Also, seems I'm not the only one. Are you guys going south? https://t.co/czK1kMpCF8 https://t.co/2A7YopMaOP",2920591,@808320 Happy to take a closer look! Send us a DM with your email address so we can follow up.,Wed Nov 29 00:55:14 +0000 2017,other_support_issue
310615,"@Uber_Support yeah I lost over 5,000 rubles apparently after my account was hacked and I still have yet to receive a response.",310614,@190172 We'd be happy to take a look. Please DM us your account email so we can check on the status of your request.,Sat Oct 07 01:40:18 +0000 2017,account_access_issue
1362620,@Uber_Support Unable to enter the vehicle model - I have a Chevy Volt - Interface is in french - No list appear - Using Safari macOS,1362619,@437273 Here to help! Send us a note via https://t.co/AbmeKf3Op9 so we can help.,Fri Oct 27 20:36:32 +0000 2017,app_or_technical_issue
2877401,@Uber_Support uber has started harrassing customers. @110237 the app had issue causing me over charging and 2 trips. I demand refund,2877400,@135876 Here to help. Send us a note at https://t.co/K05RdmK3t4 so our team can connect.,Tue Nov 28 06:31:55 +0000 2017,refund_request
1652994,@Uber_Support I did not get any help from your team. They are taking in favour of driver who is us black sheep. #PoorCustomerService,1652995,@504637 We're sorry to hear about the delay. A member of our team is reviewing your account and will be following up shortly.,Thu Nov 09 09:46:38 +0000 2017,driver_issue
1483046,My @115879 driver was Venezuelan applyimg for asylum 😭 which made up for my @115873 that was 40m late w/ unanswered correspondence(calls &amp; text),1483045,@464376 Here to help! Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.,Fri Nov 03 02:20:06 +0000 2017,driver_issue
600869,@Uber_Support I was shorted on a surge. I am owed money. There is no question the ping displayed 2.1x. Uber in app and phone support NO HELP. Where are cooperate email addresses listed? URGENT. I WILL NOT GIVE UP.,600868,@262522 We're here to help! Send us a DM with your email address so we can follow up.,Sun Dec 03 21:02:11 +0000 2017,fare_or_charge_issue
1123898,@Uber_Support Due to your privacy policy my mom replied to you and you you came up with answer which an asshole can give without looking into matter,1123897,"@350721 Here to assist, Shivansh! Please DM us the email address associated with the account and details to look further into this.",Sun Oct 15 08:50:02 +0000 2017,other_support_issue
613311,"@Uber_Support Hey, I need to get help ASAP with my account. I'm getting an error that I can't correct &amp; I need to speak with someone. Please help! Thanks!",613308,"@265845 Here to help! Follow up here; https://t.co/SjsQQ8ofRq, and our team will connect right away.",Wed Nov 22 13:26:33 +0000 2017,account_access_issue
609595,"@Uber_Support i applied a promotion code and it isnt showing up, i tried again and it tells me i cant enter the same one twice, any ideas?",609594,"@264916 Happy to further assist you, Mar. Contact us through https://t.co/lqVgKo4ZO3 so we can be in touch.",Wed Nov 22 12:39:23 +0000 2017,app_or_technical_issue
335009,@115873  just really pissed me off!!!!!!!!!!!,335008,@195841 Sorry to hear that! Send us your email address and details so we can follow up.,Sat Oct 07 20:27:45 +0000 2017,other_support_issue
2344174,"Hey @115873, just because my phone's language priority is set to Armenian, doesn't mean I want to use your app in Russian! Guess what, not every Armenian speaks Russian! in fact, most don't. please revert the language to english for phones with Armenian as the priority language.",2344173,@578656 We're here to help! Please send us a DM with your email address so we can connect.,Mon Nov 13 15:30:44 +0000 2017,app_or_technical_issue
2743119,@Uber_Support I've submitted but still not received any contact,2755825,@768355 Happy to take a closer look! Send us a DM with your email address so we can follow up.,Mon Nov 20 21:52:42 +0000 2017,other_support_issue
739860,".@115877 is the best thing in the world until they don’t show up, support doesn’t respond AND they take your money.",739859,@296937 We've followed up via DM. Please check your messages for an update.,Wed Oct 11 10:19:01 +0000 2017,other_support_issue
1940376,@115873 First time used.. Unsatisfied.. No transparency on price..while booking it was INR279 but when finished ride taken INR 453..🤔🤔🤐🤐,1940375,@577123 We're here to help! Send us a note via https://t.co/6IqAxVj2X4 so our team can assist.,Sun Oct 29 17:48:45 +0000 2017,fare_or_charge_issue
2452,"@115873 @Uber_Support 
My wife account got charged w 2 uber eats orders we never placed.
Called help number,  and after 20 min hold, all we were told had to email uber help
Seriously?",2450,"@116282 We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please message us with the email address associated with the account and we'll follow up with her directly via in-app support.",Sun Nov 26 00:05:45 +0000 2017,uber_eats_issue
461436,"@115873 There's never any ""available driver"" near me....",2973958,@820202 We can take a look! Send us a note via https://t.co/xMxswVLBKT so our team can get in touch.,Thu Nov 30 01:58:40 +0000 2017,driver_issue
1481220,"@Uber_Support do u guys please tell me where to file a complaint..?
cant understand which system is uber using,people cant reach u easily..",1481219,"@463925 Please send us specific details of your concern together with your email address, so we can better assist you.",Fri Nov 03 07:58:03 +0000 2017,other_support_issue
994532,@1143 @115873 @Uber_Support  Hello Uber kindly confirm as i need to be sure this time as already had been cheated once by ola,994530,"@355573 Regrettably, Manmohan, we do not currently operate in Patna. Let us know if you have any other questions or concerns.",Sat Oct 14 07:52:06 +0000 2017,other_support_issue
1615883,Does @115873 credits not apply to @115877 as well? Let me know something. I'm hungry and it's cold 😑,1615882,"@233776 Hi there, we're here to help! Check this link https://t.co/pxauChh7qW to find out more about Uber credits.",Tue Oct 31 16:10:58 +0000 2017,app_or_technical_issue
1391427,@Uber_Support so i DO want to receive messages regarding orders - just not SMS advertising,1391429,@443621 Happy to help! Please DM us the email address linked to your account and we'll follow up.,Tue Oct 17 00:22:32 +0000 2017,uber_eats_issue
9332,@115877 The McDonald’s down the street from me has UberEATS but it’s not popping up on the app? I reloaded it and everything,1375421,@440165 Oh no! Please DM us the email associated with your account and we'll look into this.,Sat Oct 28 00:31:47 +0000 2017,uber_eats_issue
233994,"@Uber_Support Hi Uber, I am unable to login to Uber without my phone... This is why I took to Twitter. Please can you assist me I need to recover my phone",233996,@171715 Hey Matthew! Sorry for the trouble. Can you please provide your email and phone number so we can locate your account info? Thank you,Thu Oct 05 12:27:28 +0000 2017,account_access_issue
2706945,".@Uber_Support, why am I getting these texts every time I call an Uber in Las Vegas? https://t.co/kiOopk9oWx",2706944,"@760209 We're here to help! Send us a note here, https://t.co/fyn3pRpCG3 and our team will be in touch.",Sun Nov 19 23:29:25 +0000 2017,other_support_issue
50944,@Uber_Support Is there a map that shows where Ride Pass covers in LA?,50943,"@127436 Hi, Stacey! Thanks for reaching out. The Ride Pass section in the app will have all applicable info that you're seeking.",Wed Nov 01 17:11:31 +0000 2017,trip_issue
1032761,@115873 i wasnt able to put in my referal code in but i completed the application for driver anyway. is there any way it can be rectified?,1032760,@364364 We can take a look! Send us a note via https://t.co/mMSFjajDuh so our team can get in touch.,Mon Oct 23 05:32:11 +0000 2017,driver_issue
107786,@Uber_Support I got a response from you guys around 10 mins back and the response prior to that was more than 12 hours ago.,107785,@139951 Sorry for the delay. Our team is currently reviewing your email and will follow up shortly.,Thu Nov 23 19:20:40 +0000 2017,other_support_issue
2908540,"@Uber_Support i was so excited to finally get offered uberpass, only to realize I was offered uber pass ONLY for use in Baltimore..I have been living in Nashville for a year!! Can I purchase it for my current region? PLEASE HELP",2908539,@805298 We'll get this sorted! Please visit this page;  https://t.co/ArZXskiMp0 and leave us a detailed note and a member of our team will reach out to you directly regarding this issue.,Tue Nov 28 20:17:34 +0000 2017,other_support_issue
592726,"After already waiting 20 minutes, my uber driver has gone from being 14 minutes away to 15 minutes away @Uber_Support. Not only that but if I cancel I'll incur a fee even though he's dropping someone off before picking me up? What a joke. https://t.co/E2zUIvbbsy",592725,@260291 Here to help! Follow up here - https://t.co/e8HVorX5rh and our team will connect right away.,Sun Dec 03 17:53:13 +0000 2017,driver_issue
2375498,"@Uber_Support I tried, how do I send a note? None of the options on the Trip Issues and Refunds page applies and lets me contact Uber directly",2375500,"@685216 Thanks for reaching out to us about this. Sorry to hear the trouble you're having reaching out to us about this. You can reach out to us by signing in to your account using the link previoulsy provided. Or you can reach out to us using the ""Help"" section of the app.",Tue Nov 14 02:38:55 +0000 2017,refund_request
2590801,"@Uber_Support Maybe there is a problem with the app? Two messages sent on there to complain and it said it had sent, neither showing in the get help section. Did it via your link and now it shows but that's not really very helpful 🙄",2590803,@733811 We're here to help. Can you please send us a DM with your email address so we can connect?,Fri Nov 17 01:43:54 +0000 2017,app_or_technical_issue
156062,@Uber_Support This time there are server issues,156061,@151832 Sorry for the trouble! Kindly send us your email address via direct message (DM) so our team can assist you further.,Fri Nov 24 17:18:06 +0000 2017,other_support_issue
531748,@Uber_Support URGENT HELP REQUIRED!  I have not heard back from you regarding my account being hacked.,531747,@243187 We're here to help! Send us your email address so we can assist.,Sat Dec 02 10:28:29 +0000 2017,account_access_issue
1691628,@115873 can someone help me with customer service ?,1691627,@513488 Happy to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,Thu Oct 26 02:10:39 +0000 2017,other_support_issue
1888308,@141483 phone support system = gets you nowhere and is NOT helpful. Treat the drivers better #WithoutUsThereIsNoU,1888307,@563148 Let's get another set of eyes on this! Please DM us the email address linked to your Uber account and more details so we can connect.,Mon Oct 23 08:01:17 +0000 2017,driver_issue
2941427,There is nothing more frustrating then watching your driver getting lost on the @115873 app. Wow,2941425,@812726 Here to help. Send us a note at https://t.co/fS660rQ8NQ so our team can connect.,Wed Nov 29 13:52:36 +0000 2017,driver_issue
2718094,Travelled in uber go in #Bengaluru .unless u ask 3 times to switch on driver doesn't put AC.What is the practice ? Isn't it by default in ubergo ? @Uber_Support,2718093,@159156 Here to help. Send us a note at https://t.co/fS660rQ8NQ team can connect.,Mon Nov 20 07:48:01 +0000 2017,driver_issue
273407,@Uber_Support No one contacted me till now....and also I am not able to ride using app .,273405,"@181305 A member of our team has been in touch via email, so please check your inbox and follow up there directly",Tue Sep 26 07:53:11 +0000 2017,app_or_technical_issue
2458773,@Uber_Support @115873 I don’t want a credit to my account. I want a refund,2458772,@704176 Our team is reviewing your email and will be in touch. We appreciate your patience!,Sun Nov 26 18:44:57 +0000 2017,account_access_issue
2170061,I left my phone in my Uber help @115873,2170060,@636603 Here to help! Please send us a note via https://t.co/rOtqyWzf0B  so our team can connect.,Thu Nov 09 04:54:03 +0000 2017,other_support_issue
125848,@Uber_Support WHY DO I HAVE A $27 CHARGE ON MY CREDIT CARD BUT I NEVER TOOK AN UBER????,125847,"@144240 Here to help! Send us note via https://t.co/dInR3racif, so we can connect.",Fri Nov 24 02:40:25 +0000 2017,payment_issue
1427432,@Uber_Support @277925 This shit looks like you gave me garbage left over from someone's meal. This is DISGUSTING.,1427431,@451583 That doesn't sound right. Can you please send us a DM so we can look into this with you?,Thu Nov 02 05:27:16 +0000 2017,other_support_issue
683913,@Uber_Support @115873 why refund is still missing after so many days of request?,683912,@283221 Happy to further assist you. Can you please send us a DM with your email address and additional details so we can follow up?,Thu Nov 23 12:12:52 +0000 2017,refund_request
2727172,@115873 you need to get your Uber pools together. Why would you send the driver back uptown to pick someone up if I’m going downtown? #makesnosense,2727171,@764748 Here to help! Send us a note at https://t.co/zUe0dj6yoX so our team can connect.,Mon Nov 20 13:40:11 +0000 2017,driver_issue
1763576,@115873 @Uber_Support @213343 you need to enforce driver standards in KL. had 6 drivers refuse to pick us up this afternoon. wasted hours waiting for a match who didn’t message asking where we were and then tell us to cancel. https://t.co/29yZgmEW6h,1763575,"@530567 Happy to help! Send us a note here, https://t.co/qHlZSjDE9L, and our team will follow up.",Sat Nov 25 13:49:44 +0000 2017,driver_issue
1590047,@Uber_Support @115873 it would have been nice to know what’s wrong rather than having to wait an hour and constantly trying to get an Uber.,1590046,@488902 Happy to further assist you. Can you please send us a DM (direct message) with your email address and additional details?,Sat Nov 04 23:46:07 +0000 2017,other_support_issue
11559,"@Uber_Support thanks, however this is a link to the US Uber details. Is there somebody who can help for Australian drivers?",11558,@118227 We're here to help! Send us a DM with your email address so we can follow up.,Wed Nov 22 12:29:12 +0000 2017,driver_issue
1425695,"@115873 Getting ""Unfortunately, Uber is unavailable in your area"" in any area of Bangalore for the past 4 days. Please help.",1425694,@451215 We're here to help! Please send us a note via https://t.co/xMxswVLBKT so we can connect.,Thu Nov 02 04:20:04 +0000 2017,other_support_issue
1912862,"@115873 my last ride went an obviously indirect route, but I can no longer find the options to fix it in my app. Please advise me on how to do this. Thanks.",1912861,@569786 Here to help! Send us a note at https://t.co/y4EDPcVZOI so our team can connect.,Sun Oct 29 01:26:49 +0000 2017,trip_issue
1289040,@16485 @115877 Hi @16485 could you please pursue this with @115877 @115873 they can't get away with this poor service! Thanks x,1289037,@196845 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Thu Oct 26 19:35:25 +0000 2017,other_support_issue
2942636,@Uber_Support U are giving irrelevant answer. Its about paytm cashback,2942635,@146431 Please connect with us at https://t.co/qHI8xcWfiW and a member of our team will be happy to follow up.,Wed Nov 29 14:10:46 +0000 2017,payment_issue
2724595,@Uber_Support wht do u mean by reviewing,2724596,"@131440 Hi! To clarify, our team works to respond to each individual inquiry in the order which they are received. We see your outreach and a member of our team will be following up to assist as soon as possible.",Mon Nov 20 15:22:58 +0000 2017,other_support_issue
602799,Ordered UberEATS and when my driver arrived called and texted him multiple times as well as going outside looking for him and he didn’t respond to anything and cancelled my order... @115877,602798,@263142 Here to help. Send us a note at https://t.co/StKy7B0k57 so our team can connect.,Sun Dec 03 22:21:16 +0000 2017,uber_eats_issue
15337,"@115873 VERY unhappy with @115873 customer service. I've been incorrectly charged on  personal trips after attempting to use credits/points that I have on file. I've opened customer complaints but responses are unhelpful and issue not resolved, totaling over $150 of incorrect charges",15336,@119369 Happy to further assist you. Can you please send us a DM (direct message) with your email address and additional details?,Wed Nov 01 02:09:49 +0000 2017,fare_or_charge_issue
558523,"Hey @115873 , your driver wouldn’t let us in “not Uber” yet wouldn’t cancel the ride. Some help would be nice, he’s currently charging us $33. https://t.co/uFpwCuXZfu",558522,@250489 Here to help! Send us a note via https://t.co/yhwqQKvrTv and we'll be in touch.,Sat Dec 02 21:47:12 +0000 2017,driver_issue
2507448,@Uber_Support Yea done that twice now and your right away is currently 30 min! Want to actually do something??,2507447,@714886 We'll be sure to follow up with your request. We appreciate your patience.,Wed Nov 15 20:55:20 +0000 2017,other_support_issue
2171771,@Uber_Support Your twitter automation is terrible. Idk why I even bothered - knew I’d get a response like that. Use human beings who can read and think.,2171770,@196903 We apologize for the inconvenience! Please send us a DM with your email address and phone number so we can follow up.,Thu Nov 09 12:15:28 +0000 2017,other_support_issue
1128907,@115877  i was in dubai holiday i used ubereats food never arrived got discount code now back in UK how do i use the dubai discount code,1128906,"@386118 We apologize for the delay here, John. We see your DM and will follow up there with more info.",Sat Oct 14 09:59:06 +0000 2017,uber_eats_issue
14873,@Uber_Support please read my DM for i need to get up and running as fast a possible. Thank you,14872,@119220 Here to help! Send us a note here; https://t.co/dwDjAokZht and our team will be able to assist!,Wed Nov 01 02:04:23 +0000 2017,other_support_issue
1086915,"@115873 Also - Cancellation was on pre-scheduled ride. New request resulted in 20% incr in fare. After friend reached out, Uber resolved via refund.",1087834,@376392 Hi there! We can definitely take a look. Can you please provide us your email address? From there we'll be able to assist further.,Mon Oct 23 18:51:45 +0000 2017,cancellation_issue
1643417,@Uber_Support Yeah. Y'all suck.,1643416,"@363874 Please DM us your email address, so we can better assist you.",Sun Nov 05 22:53:46 +0000 2017,other_support_issue
2732808,"@Uber_Support Thanks for your response. 
I will appreciate if uber can let me know my stand on the issue,  instead of keeping quiet and not saying anything about it. Everything I said on our phone conversation was the truth and nothing but the truth.",2732810,"@246114 We will follow up once an update is available. In order to preserve communication, please follow up directly to the support inquiry via the ""Help"" section of your app or the email sent your email address with any additional questions or concerns.",Tue Nov 21 10:36:47 +0000 2017,app_or_technical_issue
1144286,My Uber works but UberEATS doesn’t 💔💔,1144285,@389336 Sorry for the inconvenience. Can you please send us a DM with your email address so we can connect?,Tue Oct 24 12:27:50 +0000 2017,uber_eats_issue
51744,Can @Uber_Support DM be back before I can’t purchase this damn flat rate thing,51743,@127630 We see your DM and will follow up shortly!,Wed Nov 01 17:25:34 +0000 2017,other_support_issue
1250407,@Uber_Support I reached out here because I already did this and your teams responses have been infuriatingly unacceptable.,1250406,@413355 We're here to help! Send us a DM with your email address so we can connect.,Thu Oct 26 02:51:16 +0000 2017,other_support_issue
152991,"@Uber_Support how long should i wait to get rid if “too many requests” error when trying to verify my phone?  Urgently needed, the sms doesn’t come",152989,@151005 Here to help. Send us a note at https://t.co/dwDjAokZht so our team can connect.,Fri Nov 24 16:25:23 +0000 2017,app_or_technical_issue
2438660,@Uber_Support Not able to login to send the note.,2444200,"@699480 Hi, Jitendra. A member of our team will be in contact with you shortly via email, which can also be found in the ""Help"" section of the app.",Tue Nov 14 21:59:40 +0000 2017,account_access_issue
1726377,Does UberEATS deliver to Japan ? 🤔,1726376,@522115 You can see our hours and delivery area at https://t.co/P4mEOOIdr4,Tue Nov 07 05:24:22 +0000 2017,uber_eats_issue
1787401,@115877 worse customer service ever. Have tried several times to use and your web site and app are crap. Thanks for nothing!!,1787400,@536980 Let's get another set of eyes on this! Please DM us the email address linked to your Uber account and more details so we can connect.,Wed Oct 11 16:38:24 +0000 2017,app_or_technical_issue
2645720,@115877 Thank you for failing to deliver my order tonight. I have been in touch with Aagrah who had made the food. This is a shocking service. Driver did not bother to come to the door. I hope you refund us.,2645719,"@746456 Sorry for the trouble! Send us a note here, https://t.co/nFTc4ODH3P, and our team will be in touch.",Fri Nov 17 19:41:08 +0000 2017,uber_eats_issue
1185415,my uber got pulled over by a segway cop last night after a 2 block chase,1185412,@398738 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Sun Oct 15 20:34:36 +0000 2017,other_support_issue
2106373,@Uber_Support I need help reporting an aggressive driver https://t.co/a3CxPaGMU9,2106372,"@531327 Here to help! Send us a note here, https://t.co/IeSxT5cVHC, so our team can assist.",Wed Nov 08 12:55:40 +0000 2017,driver_issue
1757656,idea: @115873 let me select what color t-shirt i’m wearing so that the driver doesn’t fuck up and picks up the wrong person,1757655,@529171 We're so sorry for the trouble. Send us a note via https://t.co/z8NNR56eyf so we can assist.,Thu Nov 30 23:11:10 +0000 2017,driver_issue
2826799,"@Uber_Support __email__
Phone-7766003733",2826798,"@787389 Sorry for the delay, Bikesh. Our team is reviewing your email now and will be in touch. We appreciate your patience!",Mon Nov 27 10:50:20 +0000 2017,other_support_issue
303086,"@115873 your taxis serviced in Sheffield are fucking shittt, employe some proper employees who know how to use the maps properly!!! 🙄🙄🙄",303085,@188337 Here to help! Send us a note here https://t.co/y4EDPcVZOI so we can assist.,Sat Nov 25 03:25:53 +0000 2017,other_support_issue
1254236,@115873 service down in Kolkata? @Uber_Support,1254235,@414199 We can take a look! Send us a note via https://t.co/QDn91HzZV0 so our team can get in touch.,Thu Oct 26 06:26:08 +0000 2017,other_support_issue
1862557,@Uber_Support @144886 hey what’s up with my flat rate pass?!,1862556,"@556600 Let's take a look at that pass, Rob! Please send us more details about this at https://t.co/balq3Eyso6 and our team will assist from there.",Fri Oct 20 10:00:57 +0000 2017,other_support_issue
1822414,@Uber_Support I lost my iPhone in the uber and customer care contact does not even respond on that and asking to contact 911 #bad #lost @115873 #worst,1822413,@547085 We can definitely take a look! Send us a DM with your email address and details so we can follow up.,Sun Nov 26 07:24:48 +0000 2017,other_support_issue
1199099,@Uber_Support why did you remove put pin at pickup address? Now I need to guess what's the right address since the app is always wrong.,1199098,@120099 Here to help! Send us a note here; https://t.co/u3MyknJaaN and our team will be able to assist!,Wed Oct 25 04:15:52 +0000 2017,driver_issue
635836,"@Uber_Support why do you charge Rs 47.50 for the Electronic City Flyover Toll, when the actual toll amount is Rs 45.00?",635835,@270776 Here to help. Send us a note at https://t.co/ijTJHFJJTx so our team can connect.,Sat Nov 11 12:53:10 +0000 2017,fare_or_charge_issue
1812484,@Uber_Support and fucking 2 separate £1 on top of my uber fee and cancel ? Wtf are your drivers doing? Give me back my £6 surpluss charge,1812483,"@544517 Here to help, Alex! Please connect with us here; https://t.co/QsI1vsvcif so we can take a look at this cancellation fee for you.",Sun Oct 15 03:02:14 +0000 2017,driver_issue
2532363,"If @115873 wants to charge me $16 for cancelling a trip, I should also get $16 added to my acc when a drivers cancel my trip.Just not cricket😠",2532362,@720691 Hi there! Please write in your suggestion to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Thu Nov 16 06:55:13 +0000 2017,driver_issue
